"","school_utd_rank","school_utd_id","phd_utd_rank","phd_utd_id","name","school","school_fire_id","rank","joinyear","USNWR_Name","CityState","USNWRLocation","Zip","Degrees","DepartmentSchool1","DepartmentSchool2","school_usnwr_rank","USNWR_rank_orig","usnwr_type","enrollment","phd_orig","phd","degree","phdyear","sample"
"280",12,12,4,4,"Sapienza, Paola","Northwestern University",440,"Prof","1998","Northwestern University","Evanston, IL","Evanston, IL","60208-2001","MBA,PHD","Department of Finance","Kellogg School of Mgt",9,"9","National Universities","58,701","Harvard","Harvard University","PHD",1998,"UTD"
"281",12,12,4,4,"Nathanson, Charles G.","Northwestern University",440,"Assoc",NA,"Northwestern University","Evanston, IL","Evanston, IL","60208-2001","MBA,PHD","Department of Finance","Kellogg School of Mgt",9,"9","National Universities","58,701","Harvard","Harvard University","PHD",2014,"UTD"
"282",12,12,4,4,"Mezzanotti, Filippo","Northwestern University",440,"Asst","2016","Northwestern University","Evanston, IL","Evanston, IL","60208-2001","MBA,PHD","Department of Finance","Kellogg School of Mgt",9,"9","National Universities","58,701","Harvard","Harvard University","PHD",2016,"UTD"
"283",12,12,4,4,"Frydman, Carola","Northwestern University",440,"Prof",NA,"Northwestern University","Evanston, IL","Evanston, IL","60208-2001","MBA,PHD","Department of Finance","Kellogg School of Mgt",9,"9","National Universities","58,701","Harvard","Harvard University","PHD",2006,"UTD"
"284",12,12,5,5,"Crouzet, Nicolas","Northwestern University",440,"Assoc","2014","Northwestern University","Evanston, IL","Evanston, IL","60208-2001","MBA,PHD","Department of Finance","Kellogg School of Mgt",9,"9","National Universities","58,701","Columbia","Columbia University","PHD",2014,"UTD"
"285",12,12,7,7,"Hagerty, Kathleen M.","Northwestern University",440,"Prof","1984","Northwestern University","Evanston, IL","Evanston, IL","60208-2001","MBA,PHD","Department of Finance","Kellogg School of Mgt",9,"9","National Universities","58,701","Stanford","Stanford University","PHD",1985,"UTD"
"286",12,12,7,7,"Jiang, Zhengyang","Northwestern University",440,"Asst",NA,"Northwestern University","Evanston, IL","Evanston, IL","60208-2001","MBA,PHD","Department of Finance","Kellogg School of Mgt",9,"9","National Universities","58,701","Stanford","Stanford University","PHD",NA,"UTD"
"287",12,12,7,7,"Baker, Scott","Northwestern University",440,"Assoc","2014","Northwestern University","Evanston, IL","Evanston, IL","60208-2001","MBA,PHD","Department of Finance","Kellogg School of Mgt",9,"9","National Universities","58,701","Stanford","Stanford University","PHD",2014,"UTD"
"288",12,12,7,7,"Skiadas, Constantinos (Costis)","Northwestern University",440,"C-Pr","1992","Northwestern University","Evanston, IL","Evanston, IL","60208-2001","MBA,PHD","Department of Finance","Kellogg School of Mgt",9,"9","National Universities","58,701","Stanford","Stanford University","PHD",1992,"UTD"
"289",12,12,8,8,"Todorov, Viktor","Northwestern University",440,"Prof",NA,"Northwestern University","Evanston, IL","Evanston, IL","60208-2001","MBA,PHD","Department of Finance","Kellogg School of Mgt",9,"9","National Universities","58,701","Duke","Duke University","PHD",2007,"UTD"
"290",12,12,9,9,"Papanikolaou, Dimitris","Northwestern University",440,"Prof","2007","Northwestern University","Evanston, IL","Evanston, IL","60208-2001","MBA,PHD","Department of Finance","Kellogg School of Mgt",9,"9","National Universities","58,701","MIT","Massachusetts Inst of Tech","PHD",2007,"UTD"
"291",12,12,9,9,"Eberly, Janice C.","Northwestern University",440,"Prof","1997","Northwestern University","Evanston, IL","Evanston, IL","60208-2001","MBA,PHD","Department of Finance","Kellogg School of Mgt",9,"9","National Universities","58,701","MIT","Massachusetts Inst of Tech","PHD",1991,"UTD"
"292",12,12,9,9,"Petersen, Mitchell A.","Northwestern University",440,"Prof","1994","Northwestern University","Evanston, IL","Evanston, IL","60208-2001","MBA,PHD","Department of Finance","Kellogg School of Mgt",9,"9","National Universities","58,701","MIT","Massachusetts Inst of Tech","PHD",1990,"UTD"
"293",12,12,9,9,"Matsa, David A.","Northwestern University",440,"Prof","2006","Northwestern University","Evanston, IL","Evanston, IL","60208-2001","MBA,PHD","Department of Finance","Kellogg School of Mgt",9,"9","National Universities","58,701","MIT","Massachusetts Inst of Tech","PHD",2006,"UTD"
"294",12,12,9,9,"McDonald, Robert L.","Northwestern University",440,"Prof","1984","Northwestern University","Evanston, IL","Evanston, IL","60208-2001","MBA,PHD","Department of Finance","Kellogg School of Mgt",9,"9","National Universities","58,701","MIT","Massachusetts Inst of Tech","PHD",1982,"UTD"
"295",12,12,12,12,"Raviv, Artur","Northwestern University",440,"Prof","1981","Northwestern University","Evanston, IL","Evanston, IL","60208-2001","MBA,PHD","Department of Finance","Kellogg School of Mgt",9,"9","National Universities","58,701","Nrthwstrn","Northwestern University","PHD",1974,"UTD"
"296",12,12,14,14,"Kueng, Lorenz","Northwestern University",440,"Asst","2102","Northwestern University","Evanston, IL","Evanston, IL","60208-2001","MBA,PHD","Department of Finance","Kellogg School of Mgt",9,"9","National Universities","58,701","Berkeley","U of California-Berkeley","PHD",2012,"UTD"
"297",12,12,14,14,"Mondragon, John","Northwestern University",440,"Asst","2015","Northwestern University","Evanston, IL","Evanston, IL","60208-2001","MBA,PHD","Department of Finance","Kellogg School of Mgt",9,"9","National Universities","58,701","Berkeley","U of California-Berkeley","PHD",2015,"UTD"
"298",12,12,24,24,"Andersen, Torben G.","Northwestern University",440,"Prof","1991","Northwestern University","Evanston, IL","Evanston, IL","60208-2001","MBA,PHD","Department of Finance","Kellogg School of Mgt",9,"9","National Universities","58,701","Yale","Yale University","PHD",1992,"UTD"
"299",12,12,28,28,"Rebelo, Sergio","Northwestern University",440,"Prof","1997","Northwestern University","Evanston, IL","Evanston, IL","60208-2001","MBA,PHD","Department of Finance","Kellogg School of Mgt",9,"9","National Universities","58,701","Rochester","University of Rochester","PHD",1989,"UTD"
"300",12,12,33,33,"Jagannathan, Ravi","Northwestern University",440,"Prof","1997","Northwestern University","Evanston, IL","Evanston, IL","60208-2001","MBA,PHD","Department of Finance","Kellogg School of Mgt",9,"9","National Universities","58,701","Car Mellon","Carnegie Mellon University","PHD",1983,"UTD"
"301",12,12,73,73,"Milbradt, Konstantin W.","Northwestern University",440,"Assoc",NA,"Northwestern University","Evanston, IL","Evanston, IL","60208-2001","MBA,PHD","Department of Finance","Kellogg School of Mgt",9,"9","National Universities","58,701","Princeton","Princeton University","PHD",NA,"UTD"
"302",12,12,NA,NA,"Ponticelli, Jacopo","Northwestern University",440,"Assoc","2017","Northwestern University","Evanston, IL","Evanston, IL","60208-2001","MBA,PHD","Department of Finance","Kellogg School of Mgt",9,"9","National Universities","58,701","Pompeu Fa","International","PHD",NA,"UTD"
"303",13,13,1,1,"Conrad, Jennifer.S.","University of North Carolina",415,"Prof","1985","University of North Carolina--Chapel Hill","Chapel Hill, NC","Chapel Hill, NC","27599-3490","BS,MBA,MAC,PHD","Department of Finance","Kenan-Flagler Bus Sch",28,"28","National Universities","36,200","Chicago","University of Chicago","PHD",1986,"UTD"
"304",13,13,1,1,"Hu, Yunzhi","University of North Carolina",415,"Asst","2017","University of North Carolina--Chapel Hill","Chapel Hill, NC","Chapel Hill, NC","27599-3490","BS,MBA,MAC,PHD","Department of Finance","Kenan-Flagler Bus Sch",28,"28","National Universities","36,200","Chicago","University of Chicago","PHD",2017,"UTD"
"305",13,13,2,2,"Fulghieri, Paolo","University of North Carolina",415,"Prof","2002","University of North Carolina--Chapel Hill","Chapel Hill, NC","Chapel Hill, NC","27599-3490","BS,MBA,MAC,PHD","Department of Finance","Kenan-Flagler Bus Sch",28,"28","National Universities","36,200","Penn","University of Pennsylvania","PHD",1987,"UTD"
"306",13,13,2,2,"Boualam, Yasser","University of North Carolina",415,"Asst","2015","University of North Carolina--Chapel Hill","Chapel Hill, NC","Chapel Hill, NC","27599-3490","BS,MBA,MAC,PHD","Department of Finance","Kenan-Flagler Bus Sch",28,"28","National Universities","36,200","Penn","University of Pennsylvania","PHD",2018,"UTD"
"307",13,13,2,2,"Segal, Gill","University of North Carolina",415,"Asst",NA,"University of North Carolina--Chapel Hill","Chapel Hill, NC","Chapel Hill, NC","27599-3490","BS,MBA,MAC,PHD","Department of Finance","Kenan-Flagler Bus Sch",28,"28","National Universities","36,200","Penn","University of Pennsylvania","PHD",2016,"UTD"
"308",13,13,2,2,"Reed, Adam","University of North Carolina",415,"Prof","2001","University of North Carolina--Chapel Hill","Chapel Hill, NC","Chapel Hill, NC","27599-3490","BS,MBA,MAC,PHD","Department of Finance","Kenan-Flagler Bus Sch",28,"28","National Universities","36,200","Penn","University of Pennsylvania","PHD",2001,"UTD"
"309",13,13,3,3,"Gultekin, Mustafa N.","University of North Carolina",415,"Assoc","1985","University of North Carolina--Chapel Hill","Chapel Hill, NC","Chapel Hill, NC","27599-3490","BS,MBA,MAC,PHD","Department of Finance","Kenan-Flagler Bus Sch",28,"28","National Universities","36,200","NYU","New York University","PHD",1984,"UTD"
"310",13,13,3,3,"Colacito, Riccardo","University of North Carolina",415,"Assoc","2006","University of North Carolina--Chapel Hill","Chapel Hill, NC","Chapel Hill, NC","27599-3490","BS,MBA,MAC,PHD","Department of Finance","Kenan-Flagler Bus Sch",28,"28","National Universities","36,200","NYU","New York University","PHD",2006,"UTD"
"311",13,13,7,7,"Kuhnen, Camelia","University of North Carolina",415,"Prof","2014","University of North Carolina--Chapel Hill","Chapel Hill, NC","Chapel Hill, NC","27599-3490","BS,MBA,MAC,PHD","Department of Finance","Kenan-Flagler Bus Sch",28,"28","National Universities","36,200","Stanford","Stanford University","PHD",2006,"UTD"
"312",13,13,8,8,"Lundblad, Christian T.","University of North Carolina",415,"C-Pr","2006","University of North Carolina--Chapel Hill","Chapel Hill, NC","Chapel Hill, NC","27599-3490","BS,MBA,MAC,PHD","Department of Finance","Kenan-Flagler Bus Sch",28,"28","National Universities","36,200","Duke","Duke University","PHD",2000,"UTD"
"313",13,13,10,10,"Ouimet, Paige P.","University of North Carolina",415,"Assoc","2008","University of North Carolina--Chapel Hill","Chapel Hill, NC","Chapel Hill, NC","27599-3490","BS,MBA,MAC,PHD","Department of Finance","Kenan-Flagler Bus Sch",28,"28","National Universities","36,200","Michigan","University of Michigan","PHD",2008,"UTD"
"314",13,13,11,11,"Brown, Gregory","University of North Carolina",415,"Prof","1998","University of North Carolina--Chapel Hill","Chapel Hill, NC","Chapel Hill, NC","27599-3490","BS,MBA,MAC,PHD","Department of Finance","Kenan-Flagler Bus Sch",28,"28","National Universities","36,200","Tx-Austin","Univ of Texas at Austin","PHD",1998,"UTD"
"315",13,13,12,12,"Davis, Jesse","University of North Carolina",415,"Asst",NA,"University of North Carolina--Chapel Hill","Chapel Hill, NC","Chapel Hill, NC","27599-3490","BS,MBA,MAC,PHD","Department of Finance","Kenan-Flagler Bus Sch",28,"28","National Universities","36,200","Nrthwstrn","Northwestern University","PHD",2016,"UTD"
"316",13,13,12,12,"Ravenscraft, David J.","University of North Carolina",415,"Prof","1987","University of North Carolina--Chapel Hill","Chapel Hill, NC","Chapel Hill, NC","27599-3490","BS,MBA,MAC,PHD","Department of Finance","Kenan-Flagler Bus Sch",28,"28","National Universities","36,200","Nrthwstrn","Northwestern University","PHD",1980,"UTD"
"317",13,13,12,12,"Ghysels, Eric","University of North Carolina",415,"Prof","2000","University of North Carolina--Chapel Hill","Chapel Hill, NC","Chapel Hill, NC","27599-3490","BS,MBA,MAC,PHD","Department of Finance","Kenan-Flagler Bus Sch",28,"28","National Universities","36,200","Nrthwstrn","Northwestern University","PHD",1986,"UTD"
"318",13,13,13,13,"Hartzell, David J.","University of North Carolina",415,"Prof","1988","University of North Carolina--Chapel Hill","Chapel Hill, NC","Chapel Hill, NC","27599-3490","BS,MBA,MAC,PHD","Department of Finance","Kenan-Flagler Bus Sch",28,"28","National Universities","36,200","N Carolina","University of North Carolina","PHD",1985,"UTD"
"319",13,13,14,14,"Wang, Xinxin","University of North Carolina",415,"Asst",NA,"University of North Carolina--Chapel Hill","Chapel Hill, NC","Chapel Hill, NC","27599-3490","BS,MBA,MAC,PHD","Department of Finance","Kenan-Flagler Bus Sch",28,"28","National Universities","36,200","Berkeley","U of California-Berkeley","PHD",2016,"UTD"
"320",13,13,16,16,"Goncalves, Andrei S.","University of North Carolina",415,"Asst",NA,"University of North Carolina--Chapel Hill","Chapel Hill, NC","Chapel Hill, NC","27599-3490","BS,MBA,MAC,PHD","Department of Finance","Kenan-Flagler Bus Sch",28,"28","National Universities","36,200","Ohio State","Ohio State University","PHD",2018,"UTD"
"321",13,13,16,16,"Shivdasani, Anil","University of North Carolina",415,"Prof","1998","University of North Carolina--Chapel Hill","Chapel Hill, NC","Chapel Hill, NC","27599-3490","BS,MBA,MAC,PHD","Department of Finance","Kenan-Flagler Bus Sch",28,"28","National Universities","36,200","Ohio State","Ohio State University","PHD",1991,"UTD"
"322",13,13,17,17,"Connolly, Robert A.","University of North Carolina",415,"Assoc","1990","University of North Carolina--Chapel Hill","Chapel Hill, NC","Chapel Hill, NC","27599-3490","BS,MBA,MAC,PHD","Department of Finance","Kenan-Flagler Bus Sch",28,"28","National Universities","36,200","Maryland","University of Maryland","PHD",1982,"UTD"
"323",13,13,52,52,"Ghent, Andra","University of North Carolina",415,"Assoc",NA,"University of North Carolina--Chapel Hill","Chapel Hill, NC","Chapel Hill, NC","27599-3490","BS,MBA,MAC,PHD","Department of Finance","Kenan-Flagler Bus Sch",28,"28","National Universities","36,200","Ca-San Dgo","Univ of California San Diego","PHD",NA,"UTD"
"324",13,13,73,73,"Shin, Donghwa","University of North Carolina",415,"Asst","2019","University of North Carolina--Chapel Hill","Chapel Hill, NC","Chapel Hill, NC","27599-3490","BS,MBA,MAC,PHD","Department of Finance","Kenan-Flagler Bus Sch",28,"28","National Universities","36,200","Princeton","Princeton University","PHD",2019,"UTD"
"325",13,13,NA,NA,"Simintzi, Elena","University of North Carolina",415,"Asst","2018","University of North Carolina--Chapel Hill","Chapel Hill, NC","Chapel Hill, NC","27599-3490","BS,MBA,MAC,PHD","Department of Finance","Kenan-Flagler Bus Sch",28,"28","National Universities","36,200","London","International","PHD",2012,"UTD"
"326",14,14,2,2,"Livdan, Dmitry","U of California-Berkeley",83,"Assoc","2007","University of California--Berkeley","Berkeley, CA","Berkeley, CA","94720-1900","BS,MBA,MFE,PHD","Faculty of Finance/Real Estate","Haas School of Business",22,"22","National Universities","43,980","Penn","University of Pennsylvania","PHD",2003,"UTD"
"327",14,14,4,4,"Malmendier, Ulrike","U of California-Berkeley",83,"Prof","2005","University of California--Berkeley","Berkeley, CA","Berkeley, CA","94720-1900","BS,MBA,MFE,PHD","Faculty of Finance/Real Estate","Haas School of Business",22,"22","National Universities","43,980","Harvard","Harvard University","PHD",2002,"UTD"
"328",14,14,4,4,"Fedyk, Anastassia","U of California-Berkeley",83,"Asst",NA,"University of California--Berkeley","Berkeley, CA","Berkeley, CA","94720-1900","BS,MBA,MFE,PHD","Faculty of Finance/Real Estate","Haas School of Business",22,"22","National Universities","43,980","Harvard","Harvard University","PHD",2018,"UTD"
"329",14,14,4,4,"Edelstein, Robert H.","U of California-Berkeley",83,"Prof","1985","University of California--Berkeley","Berkeley, CA","Berkeley, CA","94720-1900","BS,MBA,MFE,PHD","Faculty of Finance/Real Estate","Haas School of Business",22,"22","National Universities","43,980","Harvard","Harvard University","PHD",1972,"UTD"
"330",14,14,7,7,"Green, Brett","U of California-Berkeley",83,"Assoc","2018","University of California--Berkeley","Berkeley, CA","Berkeley, CA","94720-1900","BS,MBA,MFE,PHD","Faculty of Finance/Real Estate","Haas School of Business",22,"22","National Universities","43,980","Stanford","Stanford University","PHD",2009,"UTD"
"331",14,14,7,7,"Manso, Gustavo","U of California-Berkeley",83,"C-Pr",NA,"University of California--Berkeley","Berkeley, CA","Berkeley, CA","94720-1900","BS,MBA,MFE,PHD","Faculty of Finance/Real Estate","Haas School of Business",22,"22","National Universities","43,980","Stanford","Stanford University","PHD",2006,"UTD"
"332",14,14,7,7,"Garleanu, Nicolae","U of California-Berkeley",83,"Prof","2007","University of California--Berkeley","Berkeley, CA","Berkeley, CA","94720-1900","BS,MBA,MFE,PHD","Faculty of Finance/Real Estate","Haas School of Business",22,"22","National Universities","43,980","Stanford","Stanford University","PHD",2002,"UTD"
"333",14,14,7,7,"Stanton, Richard H.","U of California-Berkeley",83,"Prof","1991","University of California--Berkeley","Berkeley, CA","Berkeley, CA","94720-1900","BS,MBA,MFE,PHD","Faculty of Finance/Real Estate","Haas School of Business",22,"22","National Universities","43,980","Stanford","Stanford University","PHD",1992,"UTD"
"334",14,14,7,7,"Hendershott, Terrence","U of California-Berkeley",83,"Prof",NA,"University of California--Berkeley","Berkeley, CA","Berkeley, CA","94720-1900","BS,MBA,MFE,PHD","Faculty of Finance/Real Estate","Haas School of Business",22,"22","National Universities","43,980","Stanford","Stanford University","PHD",1999,"UTD"
"335",14,14,9,9,"Lyons, Richard K.","U of California-Berkeley",83,"Prof","1993","University of California--Berkeley","Berkeley, CA","Berkeley, CA","94720-1900","BS,MBA,MFE,PHD","Faculty of Finance/Real Estate","Haas School of Business",22,"22","National Universities","43,980","MIT","Massachusetts Inst of Tech","PHD",1989,"UTD"
"336",14,14,9,9,"Nguyen, Hoai-Luu Q.","U of California-Berkeley",83,"Asst",NA,"University of California--Berkeley","Berkeley, CA","Berkeley, CA","94720-1900","BS,MBA,MFE,PHD","Faculty of Finance/Real Estate","Haas School of Business",22,"22","National Universities","43,980","MIT","Massachusetts Inst of Tech","PHD",2015,"UTD"
"337",14,14,9,9,"Kermani, Amir","U of California-Berkeley",83,"Assoc",NA,"University of California--Berkeley","Berkeley, CA","Berkeley, CA","94720-1900","BS,MBA,MFE,PHD","Faculty of Finance/Real Estate","Haas School of Business",22,"22","National Universities","43,980","MIT","Massachusetts Inst of Tech","PHD",2013,"UTD"
"338",14,14,9,9,"Vissing-Jorgensen, Annette","U of California-Berkeley",83,"Prof",NA,"University of California--Berkeley","Berkeley, CA","Berkeley, CA","94720-1900","BS,MBA,MFE,PHD","Faculty of Finance/Real Estate","Haas School of Business",22,"22","National Universities","43,980","MIT","Massachusetts Inst of Tech","PHD",1998,"UTD"
"339",14,14,10,10,"Wallace, Nancy E.","U of California-Berkeley",83,"C-Pr","1986","University of California--Berkeley","Berkeley, CA","Berkeley, CA","94720-1900","BS,MBA,MFE,PHD","Faculty of Finance/Real Estate","Haas School of Business",22,"22","National Universities","43,980","Michigan","University of Michigan","PHD",1982,"UTD"
"340",14,14,10,10,"Morse, Adair","U of California-Berkeley",83,"Assoc",NA,"University of California--Berkeley","Berkeley, CA","Berkeley, CA","94720-1900","BS,MBA,MFE,PHD","Faculty of Finance/Real Estate","Haas School of Business",22,"22","National Universities","43,980","Michigan","University of Michigan","PHD",2007,"UTD"
"341",14,14,12,12,"Wilcox, James A.","U of California-Berkeley",83,"Prof","1978","University of California--Berkeley","Berkeley, CA","Berkeley, CA","94720-1900","BS,MBA,MFE,PHD","Faculty of Finance/Real Estate","Haas School of Business",22,"22","National Universities","43,980","Nrthwstrn","Northwestern University","PHD",1980,"UTD"
"342",14,14,14,14,"Moretti, Enrico","U of California-Berkeley",83,"Prof",NA,"University of California--Berkeley","Berkeley, CA","Berkeley, CA","94720-1900","BS,MBA,MFE,PHD","Faculty of Finance/Real Estate","Haas School of Business",22,"22","National Universities","43,980","Berkeley","U of California-Berkeley","PHD",NA,"UTD"
"343",14,14,14,14,"Odean, Terrance T.","U of California-Berkeley",83,"Prof","2001","University of California--Berkeley","Berkeley, CA","Berkeley, CA","94720-1900","BS,MBA,MFE,PHD","Faculty of Finance/Real Estate","Haas School of Business",22,"22","National Universities","43,980","Berkeley","U of California-Berkeley","PHD",1997,"UTD"
"344",14,14,24,24,"Walden, Johan","U of California-Berkeley",83,"Assoc","2005","University of California--Berkeley","Berkeley, CA","Berkeley, CA","94720-1900","BS,MBA,MFE,PHD","Faculty of Finance/Real Estate","Haas School of Business",22,"22","National Universities","43,980","Yale","Yale University","PHD",2005,"UTD"
"345",14,14,73,73,"Lettau, Martin","U of California-Berkeley",83,"Prof","2009","University of California--Berkeley","Berkeley, CA","Berkeley, CA","94720-1900","BS,MBA,MFE,PHD","Faculty of Finance/Real Estate","Haas School of Business",22,"22","National Universities","43,980","Princeton","Princeton University","PHD",1994,"UTD"
"346",14,14,NA,NA,"Benetton, Matteo","U of California-Berkeley",83,"Asst",NA,"University of California--Berkeley","Berkeley, CA","Berkeley, CA","94720-1900","BS,MBA,MFE,PHD","Faculty of Finance/Real Estate","Haas School of Business",22,"22","National Universities","43,980","London Ec","International","PHD",2018,"UTD"
"347",14,14,NA,NA,"Couture, Victor","U of California-Berkeley",83,"Asst",NA,"University of California--Berkeley","Berkeley, CA","Berkeley, CA","94720-1900","BS,MBA,MFE,PHD","Faculty of Finance/Real Estate","Haas School of Business",22,"22","National Universities","43,980","Toronto","International","PHD",NA,"UTD"
"348",14,14,NA,NA,"Parlour, Christine","U of California-Berkeley",83,"Prof","2005","University of California--Berkeley","Berkeley, CA","Berkeley, CA","94720-1900","BS,MBA,MFE,PHD","Faculty of Finance/Real Estate","Haas School of Business",22,"22","National Universities","43,980","Queen's","International","PHD",1995,"UTD"
"349",14,14,NA,NA,"Sraer, David","U of California-Berkeley",83,"Assoc","2007","University of California--Berkeley","Berkeley, CA","Berkeley, CA","94720-1900","BS,MBA,MFE,PHD","Faculty of Finance/Real Estate","Haas School of Business",22,"22","National Universities","43,980","Toulouse","International","PHD",2007,"UTD"
"350",15,15,1,1,"Harris, Lawrence E.","Univ of Southern California",566,"Prof","1982","University of Southern California","Los Angeles, CA","Los Angeles, CA","90089-1427","BS,MBA,PHD","Dept of Finance & Bus Econ","Marshall Sch Business",24,"24","National Universities","59,072","Chicago","University of Chicago","PHD",1982,"UTD"
"351",15,15,1,1,"Murphy, Kevin J.","Univ of Southern California",566,"Prof","1995","University of Southern California","Los Angeles, CA","Los Angeles, CA","90089-1427","BS,MBA,PHD","Dept of Finance & Bus Econ","Marshall Sch Business",24,"24","National Universities","59,072","Chicago","University of Chicago","PHD",1984,"UTD"
"352",15,15,1,1,"Korteweg, Arthur","Univ of Southern California",566,"Assoc",NA,"University of Southern California","Los Angeles, CA","Los Angeles, CA","90089-1427","BS,MBA,PHD","Dept of Finance & Bus Econ","Marshall Sch Business",24,"24","National Universities","59,072","Chicago","University of Chicago","PHD",2007,"UTD"
"353",15,15,2,2,"Kilic, Mete","Univ of Southern California",566,"Asst",NA,"University of Southern California","Los Angeles, CA","Los Angeles, CA","90089-1427","BS,MBA,PHD","Dept of Finance & Bus Econ","Marshall Sch Business",24,"24","National Universities","59,072","Penn","University of Pennsylvania","PHD",NA,"UTD"
"354",15,15,2,2,"Jones, Christopher","Univ of Southern California",566,"Assoc","2002","University of Southern California","Los Angeles, CA","Los Angeles, CA","90089-1427","BS,MBA,PHD","Dept of Finance & Bus Econ","Marshall Sch Business",24,"24","National Universities","59,072","Penn","University of Pennsylvania","PHD",2000,"UTD"
"355",15,15,2,2,"Quadrini, Vincenzo","Univ of Southern California",566,"C-Pr","2003","University of Southern California","Los Angeles, CA","Los Angeles, CA","90089-1427","BS,MBA,PHD","Dept of Finance & Bus Econ","Marshall Sch Business",24,"24","National Universities","59,072","Penn","University of Pennsylvania","PHD",1996,"UTD"
"356",15,15,5,5,"Zapatero, Fernando","Univ of Southern California",566,"Prof","1998","University of Southern California","Los Angeles, CA","Los Angeles, CA","90089-1427","BS,MBA,PHD","Dept of Finance & Bus Econ","Marshall Sch Business",24,"24","National Universities","59,072","Columbia","Columbia University","PHD",1991,"UTD"
"357",15,15,6,6,"Tuzel, Selale","Univ of Southern California",566,"Assoc","2005","University of Southern California","Los Angeles, CA","Los Angeles, CA","90089-1427","BS,MBA,PHD","Dept of Finance & Bus Econ","Marshall Sch Business",24,"24","National Universities","59,072","UCLA","Univ of Calif, Los Angeles","PHD",2005,"UTD"
"358",15,15,7,7,"Ferson, Wayne E.","Univ of Southern California",566,"Prof",NA,"University of Southern California","Los Angeles, CA","Los Angeles, CA","90089-1427","BS,MBA,PHD","Dept of Finance & Bus Econ","Marshall Sch Business",24,"24","National Universities","59,072","Stanford","Stanford University","PHD",1982,"UTD"
"359",15,15,7,7,"Giacoletti, Marco","Univ of Southern California",566,"Asst",NA,"University of Southern California","Los Angeles, CA","Los Angeles, CA","90089-1427","BS,MBA,PHD","Dept of Finance & Bus Econ","Marshall Sch Business",24,"24","National Universities","59,072","Stanford","Stanford University","PHD",2017,"UTD"
"360",15,15,9,9,"Ozbas, Oguzhan","Univ of Southern California",566,"Asst","2002","University of Southern California","Los Angeles, CA","Los Angeles, CA","90089-1427","BS,MBA,PHD","Dept of Finance & Bus Econ","Marshall Sch Business",24,"24","National Universities","59,072","MIT","Massachusetts Inst of Tech","PHD",2002,"UTD"
"361",15,15,11,11,"Zhang, Miao Ben","Univ of Southern California",566,"Asst","2016","University of Southern California","Los Angeles, CA","Los Angeles, CA","90089-1427","BS,MBA,PHD","Dept of Finance & Bus Econ","Marshall Sch Business",24,"24","National Universities","59,072","Tx-Austin","Univ of Texas at Austin","PHD",2016,"UTD"
"362",15,15,24,24,"Hoberg, Gerard","Univ of Southern California",566,"Prof",NA,"University of Southern California","Los Angeles, CA","Los Angeles, CA","90089-1427","BS,MBA,PHD","Dept of Finance & Bus Econ","Marshall Sch Business",24,"24","National Universities","59,072","Yale","Yale University","PHD",NA,"UTD"
"363",15,15,NA,NA,"Levi, Yaron","Univ of Southern California",566,"Asst",NA,"University of Southern California","Los Angeles, CA","Los Angeles, CA","90089-1427","BS,MBA,PHD","Dept of Finance & Bus Econ","Marshall Sch Business",24,"24","National Universities","59,072",NA,NA,NA,NA,"UTD"
"364",16,16,1,1,"Ben-David, Itzhak (Zahi)","Ohio State University",449,"Prof","2008","Ohio State University--Columbus","Columbus, OH","Columbus, OH","43210-1155","BS,MBA,MAC,PHD","Department of Finance","Fisher Col of Business",53,"53","National Universities","33,501","Chicago","University of Chicago","PHD",2008,"UTD"
"365",16,16,1,1,"Minton, Bernadette A.","Ohio State University",449,"C-Pr","1994","Ohio State University--Columbus","Columbus, OH","Columbus, OH","43210-1155","BS,MBA,MAC,PHD","Department of Finance","Fisher Col of Business",53,"53","National Universities","33,501","Chicago","University of Chicago","PHD",1994,"UTD"
"366",16,16,1,1,"Hou, Kewei","Ohio State University",449,"Prof","2001","Ohio State University--Columbus","Columbus, OH","Columbus, OH","43210-1155","BS,MBA,MAC,PHD","Department of Finance","Fisher Col of Business",53,"53","National Universities","33,501","Chicago","University of Chicago","PHD",2002,"UTD"
"367",16,16,2,2,"Nguyen, Thien Tung","Ohio State University",449,"Asst","2014","Ohio State University--Columbus","Columbus, OH","Columbus, OH","43210-1155","BS,MBA,MAC,PHD","Department of Finance","Fisher Col of Business",53,"53","National Universities","33,501","Penn","University of Pennsylvania","PHD",NA,"UTD"
"368",16,16,2,2,"Zhang, Lu","Ohio State University",449,"Prof",NA,"Ohio State University--Columbus","Columbus, OH","Columbus, OH","43210-1155","BS,MBA,MAC,PHD","Department of Finance","Fisher Col of Business",53,"53","National Universities","33,501","Penn","University of Pennsylvania","PHD",2002,"UTD"
"369",16,16,3,3,"Birru, Justin","Ohio State University",449,"Assoc","2012","Ohio State University--Columbus","Columbus, OH","Columbus, OH","43210-1155","BS,MBA,MAC,PHD","Department of Finance","Fisher Col of Business",53,"53","National Universities","33,501","NYU","New York University","PHD",NA,"UTD"
"370",16,16,3,3,"Zhang, Shaojun","Ohio State University",449,"Asst","2016","Ohio State University--Columbus","Columbus, OH","Columbus, OH","43210-1155","BS,MBA,MAC,PHD","Department of Finance","Fisher Col of Business",53,"53","National Universities","33,501","NYU","New York University","PHD",NA,"UTD"
